(1, 13)
(2, 15)
(3, 7)
(4, 10)
(5, 14)
(6, 27)
(7, 20)
(8, 38)
(9, 47)
(10, 63)
(11, 100)
(12, 130)
(13, 233)
(14, 264)
(15, 466)
(16, 534)
(17, 875)
(18, 955)
(19, 1528)
(20, 1868)
(21, 3232)
(22, 3898)
(23, 5920)
(24, 7081)
(25, 10750)
(26, 13438)
(27, 15515)
(28, 16341)
(29, 16556)
(30, 16160)
(31, 15813)
(32, 15146)
(33, 14974)
(34, 14684)
(35, 14404)
(36, 14186)
(37, 13624)
(38, 13498)
(39, 13094)
(40, 12790)
(41, 13070)
(42, 12788)
(43, 11971)
(44, 11838)
(45, 11452)
(46, 11098)
(47, 10958)
(48, 10612)
(49, 10603)
(50, 10355)
(51, 10510)
(52, 10546)
(53, 10136)
(54, 9883)
(55, 9564)
(56, 9783)
(57, 9779)
(58, 9950)
(59, 10028)
(60, 10417)
(61, 10630)
(62, 11010)
(63, 12055)
(64, 12403)
(65, 12366)
(66, 12086)
(67, 11230)
(68, 10334)
(69, 9552)
(70, 8358)
(71, 6562)
(72, 5562)
(73, 4577)
(74, 3376)
(75, 2768)
(76, 2415)
(77, 2114)
(78, 1901)
(79, 1631)
(80, 1440)
(81, 1169)
(82, 1080)
(83, 901)
(84, 831)
(85, 738)
(86, 612)
(87, 549)
(88, 550)
(89, 608)
(90, 734)
(91, 892)
(92, 1029)
(93, 1237)
(94, 975)
(95, 853)
(96, 673)
(97, 578)
(98, 485)
(99, 496)
(100, 458)
(101, 492)
(102, 444)
(103, 388)
(104, 399)
(105, 398)
(106, 350)
(107, 413)
(108, 408)
(109, 400)
(110, 403)
(111, 409)
(112, 405)
(113, 436)
(114, 461)
(115, 489)
(116, 459)
(117, 441)
(118, 452)
(119, 421)
(120, 419)
(121, 495)
(122, 403)
(123, 456)
(124, 481)
(125, 435)
(126, 427)
(127, 430)
(128, 424)
(129, 447)
(130, 426)
(131, 498)
(132, 459)
(133, 487)
(134, 480)
(135, 414)
(136, 466)
(137, 466)
(138, 477)
(139, 473)
(140, 518)
(141, 493)
(142, 528)
(143, 506)
(144, 522)
(145, 553)
(146, 592)
(147, 575)
(148, 544)
(149, 569)
(150, 559)
(151, 640)
(152, 597)
(153, 634)
(154, 696)
(155, 668)
(156, 689)
(157, 664)
(158, 702)
(159, 752)
(160, 844)
(161, 765)
(162, 803)
(163, 860)
(164, 806)
(165, 833)
(166, 883)
(167, 892)
(168, 926)
(169, 930)
(170, 863)
(171, 855)
(172, 870)
(173, 930)
(174, 886)
(175, 857)
(176, 880)
(177, 893)
(178, 829)
(179, 849)
(180, 806)
(181, 875)
(182, 807)
(183, 883)
(184, 875)
(185, 812)
(186, 779)
(187, 722)
(188, 680)
(189, 618)
(190, 601)
(191, 587)
(192, 542)
(193, 511)
(194, 563)
(195, 538)
(196, 476)
(197, 397)
(198, 369)
(199, 294)
(200, 206)
(201, 146)
(202, 91)
(203, 61)
(204, 41)
(205, 26)
(206, 21)
(207, 9)
(208, 3)
(209, 3)
(213, 1)
(215, 1)
